6, 6, 0, -23, 0, 10, 12, -8, 
17, 0, 41, 10, 2, -4, 4, 0, 
15, 20, 31, 1, 1, -5, 1, 0, 
8, 9, 0, 4, -14, 9, 0, 26, 
24, 26, 11, -4, 0, -1, 1, 19, 
2, 3, 3, 9, -8, 3, 25, 2, 
2, 14, 0, 9, -3, 33, -6, 17, 
20, -1, -9, 2, 5, -6, 10, 0, 
3, 4, 39, 7, 3, 2, 1, -17, 
29, -30, 11, 4, 0, 56, 44, 9, 
18, -8, 13, 1, 12, 7, 4, -38, 
-3, 0, 16, 0, 7, -4, 35, 9, 
1, 7, 25, -9, -2, 1, 17, 9, 
0, 9, 19, -26, 1, -19, 17, -16, 
0, 26, 8, 0, 4, 0, 10, 8, 
7, 18, 15, -14, 3, -1, 7, 43, 
4, 12, 15, 5, 5, 3, 5, 6, 
0, 0, -27, 7, 8, 18, 4, 16, 
0, 34, 0, 3, 2, -13, 7, 4, 
0, -4, -17, -19, 0, 30, 9, 4, 
1, 0, 0, 20, 0, 3, 6, 9, 
6, 0, 13, 11, -4, 0, 6, -3, 
70, -15, 0, 5, 6, 5, -7, -30, 
6, 9, 6, 2, 3, 4, 16, -2, 
31, 26, 3, 9, 51, 1, -10, 5, 
-5, 5, 1, 8, -43, -4, 5, -9, 
6, -19, -3, 15, 1, 7, 16, 0, 
5, 24, -12, 0, 13, 16, 6, 22, 
-2, -4, 6, 18, 9, 2, -2, 18, 
-16, 21, -7, 22, 32, 24, 4, 0, 
4, -7, 2, 29, 25, 19, -9, 69, 
-12, 0, -18, 5, 4, 3, 0, 0, 
4, 2, 7, 10, 28, 17, 17, 3, 
-21, -11, 5, 4, 1, 1, 3, 4, 
3, 19, 10, 3, -15, 10, 0, 13, 
9, 9, 0, 4, 7, -7, -8, 11, 
-4, 44, 9, 3, 2, 3, 2, -18, 
7, -11, 4, 25, 11, 21, 0, -22, 
4, 4, -2, 6, 5, 0, 2, -3, 
2, 28, -5, 4, -8, 1, -8, 27, 
18, 22, -9, 4, 5, 1, 1, 26, 
5, -8, 9, -8, 11, 4, 30, 8, 
0, -2, 52, 44, 0, 10, 4, 8, 
-1, -1, -4, -14, 5, 0, 7, 27, 
23, 2, 13, 15, -11, 4, 8, 0, 
16, 3, -38, 5, 10, 5, 27, 0, 
14, 3, 4, 13, 2, 4, 4, -2, 
0, 23, -1, 9, 26, -5, 8, 20, 
6, 7, 0, 3, 3, 24, 4, 16, 
-12, -4, 19, 1, 8, 0, 42, 8, 
15, -6, -19, 7, -35, 0, 17, 5, 
12, -3, 11, 7, 11, 4, -21, 13, 
36, -21, 5, -18, -9, -5, 9, -1, 
6, 3, 8, 14, -2, -24, 6, 4, 
6, -8, -3, -6, 19, 6, 6, 16, 
7, -10, -5, 2, 9, -35, 3, -3, 
8, 7, 0, 0, 11, 2, 14, 4, 
1, 8, -16, 22, 6, 1, -37, -2, 
15, 0, -7, 2, 13, -7, -1, 18, 
23, 26, 1, -9, 32, -3, 0, 12, 
-8, 16, -16, 47, 5, 0, 11, 4, 
56, 13, 12, 4, 3, 22, 13, 9, 
2, 21, 1, 4, -20, 17, 4, -8, 
-21, 4, -5, 6, 3, -4, -3, -2, 
8, 2, 0, -12, -27, 38, 10, 0, 
38, 14, 5, 12, 9, 27, 21, -9, 
41, -19, 0, 10, 26, 0, 2, 13, 
11, 0, 15, 7, 3, 34, 21, 3, 
14, 1, 12, 5, 13, 26, 4, 7, 
-6, 13, -3, 5, 7, -8, -6, 7, 
-27, 2, 0, 12, 2, 4, 1, 42, 
-8, 37, 0, -12, 6, 15, 6, 1, 
2, -9, -2, 13, 8, -16, 16, -17, 
9, 2, 59, 5, -2, 16, 2, 0, 
8, 5, -13, -11, 28, 1, 0, 6, 
0, 3, 7, 1, 0, 5, 2, -14, 
16, 14, 4, -5, 2, -7, 16, -20, 
2, 2, 5, 22, 5, 3, 3, 16, 
33, 0, -11, 2, 24, 0, 24, 4, 
0, -35, 18, -14, 24, 3, -18, 7, 
9, 9, 0, 8, 11, 1, 16, -2, 
17, 24, 15, 9, 0, 5, -5, 5, 
25, 17, 11, 26, 11, 0, 1, 2, 
0, -24, 0, 11, 1, 14, 16, -8, 
27, 14, -4, 18, 28, -5, -6, 4, 
-6, 15, 1, 15, 2, 7, -18, 12, 
-23, -9, 16, 3, 27, 3, 13, 4, 
31, -4, 4, 2, 18, 2, 1, -42, 
-2, -2, 22, 12, 3, 1, 1, 21, 
6, 5, 25, 0, 14, -8, -9, 3, 
-20, 16, -11, 10, 11, 16, -57, -2, 
5, -5, 5, 5, 18, 3, 5, -19, 
13, 2, 1, -19, 0, -3, -7, 3, 
0, 9, -10, 6, 7, 3, 17, 3, 
-7, 11, 8, 21, -6, 11, 6, 13, 
1, 22, 21, 27, 27, 15, 5, -28, 
3, 0, 14, 2, 0, -1, 4, 11, 
14, -63, 21, 28, -30, 2, 19, 19, 
20, 3, 16, 5, -8, 2, 7, 17, 
13, 16, 9, 5, -6, 39, -13, 66, 
2, 12, 1, 0, -12, 1, 2, 5, 
0, -15, 4, 0, 27, 1, 9, 4, 
4, 1, 0, 3, 20, -26, 9, 6, 
1, 4, 7, -26, -3, -8, 0, 5, 
8, 1, 0, 13, -3, -4, 6, 2, 
-15, 20, 0, 0, 19, 2, 7, -1, 
-2, 6, 13, 26, -3, 6, 15, -1, 
13, -3, 11, 11, 30, 27, -1, -3, 
1, -26, 5, -6, -19, 5, 6, 2, 
10, 1, 0, -7, -4, 21, 8, 3, 
32, -6, 0, 7, 9, -2, 6, -9, 
11, 8, 5, -4, 9, -10, 1, -5, 
5, -11, -2, 1, 3, -4, 15, -31, 
1, -16, 18, -1, 4, 14, 5, 8, 
6, 4, -34, 20, 39, 1, 2, 3, 
3, 1, 3, 8, -4, 12, 12, 13, 
23, 24, 5, 11, 11, 23, 22, 8, 
3, 0, -4, 1, -7, 19, -14, 0, 
-12, 1, 2, 0, 0, 3, 32, 7, 
0, 0, -6, 31, 0, 5, -4, 5, 
35, 0, 39, 27, 5, -4, -17, 1, 
0, 4, 12, 13, 9, -12, 1, 2, 
0, 17, -5, -15, 9, -27, 1, 33, 
14, 0, 14, 0, 2, -10, 13, -14, 
28, -1, 4, 3, 33, -2, -6, 47, 
-5, 98, 27, 22, -14, 4, -5, -86, 
4, -26, 7, -1, -15, 22, 3, 16, 
5, -7, 11, 1, 7, 1, 2, 17, 
4, 7, 10, 0, 19, 34, 9, -11, 
-6, 7, -6, 11, -16, 7, 34, 13, 
-19, 9, 15, 5, 12, 62, 5, 1, 
0, 0, -5, -6, 3, 13, 0, -4, 
-24, -1, 10, 46, 15, 49, 23, 11, 
11, -11, -1, 4, 23, -2, 7, 1, 
1, 4, -26, 3, 0, 27, 13, 10, 
13, -12, 5, 7, 0, 14, -2, 2, 
22, 0, 37, 29, 4, 0, 2, 6, 
-14, -5, -7, 7, 0, 13, -5, 5, 
11, 49, 43, 6, -11, 2, -9, 26, 
3, -5, 1, 20, 1, 5, -1, 3, 
-8, 10, 1, 14, 2, 4, 12, 0, 
-6, 25, 0, -7, -37, -7, -5, 14, 
-1, 17, 3, -8, 2, 19, 39, -3, 
-2, 9, 2, 1, 9, 2, 4, -33, 
-13, 27, 6, 5, 4, 4, 0, 39, 
3, -20, 33, 14, 10, -14, -11, 13, 
12, -12, 14, 5, -11, -2, 0, 13, 
2, 17, 27, 9, 1, -5, 2, 8, 
-4, -12, -5, 1, 21, 7, 10, 9, 
-21, 3, 16, 3, -43, 2, 16, 3, 
14, 14, 16, 0, 4, 13, 0, 3, 
27, 27, 2, 9, 2, 42, 0, 46, 
16, -4, 11, 13, 1, 15, -26, -4, 
9, -18, 9, 4, 0, 13, 15, 1, 
13, 5, -1, 1, 14, -21, 0, 8, 
2, 8, 2, 7, 12, 0, 8, 0, 
-2, -41, 8, 4, 7, -42, -16, 1, 
11, 5, 3, 1, 0, 19, 0, -7, 
2, -39, 4, 0, 32, 2, 15, 2, 
21, 7, 9, 6, 5, -10, -8, 2, 
9, 12, 6, -2, 2, 3, 11, 25, 
17, -3, 6, -30, 1, 5, 4, 6, 
0, 3, -12, -16, 12, 6, 3, 0, 
5, 0, -21, -19, -3, 15, 9, 6, 
20, 4, -3, 0, 3, 0, 0, 6, 
0, 3, 15, 32, 14, 16, 4, -5, 
-6, 8, 2, -2, 47, -1, 2, 17, 
11, 21, -6, -19, 0, 5, 20, 11, 
23, 22, -4, 2, 17, 2, -6, 2, 
1, 1, 4, 16, 8, -6, 0, -16, 
-9, 1, 2, -2, 3, 3, 14, 19, 
0, -21, 16, -20, 1, 15, 4, 0, 
5, 13, -12, 2, 19, 2, 7, 1, 
-2, 2, 7, 0, 8, 1, 0, -2, 
16, 8, 21, 14, 11, -12, 2, 0, 
1, 1, -1, -5, 3, 1, 0, 8, 
4, 20, 24, 2, 2, 0, 10, 24, 
7, 4, 15, 20, 4, -24, 3, 3, 
2, 7, -1, 0, 4, 0, 23, -7, 
4, 2, 7, 16, 9, -11, 0, 1, 
16, 2, 5, 9, 0, 8, -8, 3, 
7, 12, 7, 2, 20, 12, 3, 0, 
-3, 11, 1, 19, 13, 9, -15, 10, 
-4, 1, 2, 18, -17, -3, -2, 13, 
11, 27, 2, -6, -1, 19, 2, 10, 
-8, 11, 0, 30, 0, -8, -8, 1, 
19, 45, 14, -5, 30, 1, 24, 17, 
5, 14, -30, -4, -18, -8, -4, 27, 
0, 1, 47, 9, 60, 2, 0, -3, 
5, 6, 16, 14, 0, 2, 8, 0, 
14, 0, -24, -8, -5, 3, 4, -22, 
-17, 2, 4, 1, -17, 4, 11, 31, 
0, -7, 11, 21, 1, 21, 11, 38, 
15, -3, 1, 12, 2, -3, -3, 12, 
-6, 1, 6, -19, 0, 15, 35, 32, 
0, -17, 9, 11, 0, 3, 10, 42, 
6, 4, 5, 7, 33, 25, 5, 23, 
17, -2, 3, 8, 5, 12, -15, 2, 
-33, 8, 3, 2, 0, -9, 1, 3, 
-16, 0, 7, 14, 25, 12, 27, 1, 
-2, 6, 23, 13, 5, 15, 1, 20, 
2, 2, 7, 20, 2, 2, 13, -27, 
-15, 0, 3, 2, 5, -16, 13, 12, 
46, 1, 4, 3, -9, 3, 15, 40, 
4, 7, 4, -7, 42, 2, 0, 8, 
9, 4, 1, 39, 44, 6, -18, 49, 
2, -25, 1, 12, 3, -11, -7, 2, 
9, 24, 12, -7, 11, 15, 6, 3, 
5, 11, 17, 4, -71, -6, 9, 2, 
-2, 3, 25, -11, 7, -10, 0, 0, 
10, 22, 9, 1, 0, 10, 0, -3, 
-7, 23, 23, 8, 1, -14, 17, 10, 
10, 42, 4, 27, 4, -12, 0, -2, 
32, 3, 13, 7, 7, 1, 15, -1, 
18, 2, 0, -3, 0, 8, 17, 4, 
-33, -2, 8, 0, 11, -6, -64, 9, 
3, 0, 17, 8, -4, 2, -1, -6, 
11, 0, 1, -22, 5, 39, -6, 23, 
0, -14, 1, 2, 4, 16, -6, -8, 
7, 17, 1, -3, 1, 7, -17, 5, 
6, -4, 1, 6, 1, 0, -51, -9, 
0, 9, 6, 3, -9, 34, 4, -2, 
3, 4, 15, 3, 4, -3, 7, 0, 
13, -4, 16, -17, -43, -13, 0, 1, 
3, 0, 12, 24, 5, 32, -3, -3, 
-5, 30, -21, 2, 0, 4, 15, 10, 
-21, 1, 12, 0, 7, 4, 6, 1, 
13, 2, 49, 6, 5, 7, 4, 4, 
9, -18, 13, 4, 6, 32, 6, 7, 
-19, -43, 5, -8, 10, 0, 0, 5, 
1, 20, 1, 0, 16, 21, 26, 2, 
22, 23, -16, 24, 0, 15, 17, 9, 
4, 17, -7, 2, -2, 7, -9, 11, 
-7, -4, -2, 0, 6, 8, 4, 19, 
0, 2, 2, 0, 24, 9, -9, 3, 
11, -10, -1, 0, 10, 7, 22, 0, 
23, 2, 8, 5, 27, -9, -4, 19, 
3, -9, 5, 3, 31, -7, 0, -6, 
11, 19, 8, 0, -22, 7, 0, 0, 
-10, -4, 6, 1, -6, 23, -24, 31, 
9, 2, 50, 6, 11, 2, 30, 8, 
-9, 1, 0, 8, 7, -6, 4, -16, 
3, 0, 14, 18, 5, 0, 22, 13, 
1, 5, 10, 7, 3, 10, 25, -13, 
-13, 7, 22, 8, 0, 12, -5, 4, 
-10, 16, 6, -25, 22, 8, -20, 25, 
-12, 33, 1, 9, -1, 7, -9, 21, 
10, 22, 18, -1, 15, 2, 6, 11, 
-4, 1, 2, 20, -3, 9, 5, 0, 
-35, -9, 21, 33, 5, 12, -8, 47, 
-9, 11, 1, 4, 2, 1, -33, 31, 
-10, -5, 2, 8, 2, 37, -3, 36, 
-18, -14, 34, 0, -1, 9, -3, -18, 
42, 1, -1, 7, 11, -3, 3, 4, 
0, 1, 3, 0, 7, 4, 2, 8, 
-6, 19, -17, 7, -16, 5, -15, -14, 
3, 11, -6, -4, -4, 29, 15, 4, 
10, -29, 32, 9, 18, 15, 3, 13, 
11, 21, 7, 4, 29, 23, -9, 17, 
7, 21, 13, 18, -11, 3, 2, 33, 
1, 12, 3, 3, 12, 21, 3, 15, 
1, 11, 1, 9, 16, 21, 10, 0, 
32, -1, 21, 0, -22, 26, 2, 1, 
3, 0, -6, -1, 54, -8, 5, 4, 
6, 2, 6, 3, 7, -5, -9, 17, 
-8, 41, 25, 3, 9, 1, 7, 0, 
0, 7, -15, -7, -3, 2, 7, 17, 
3, -13, 15, 6, -12, 8, -7, 20, 
9, 16, 13, 5, 1, -54, 10, 9, 
0, -17, -7, -2, 2, -2, 2, 18, 
5, -2, 0, 11, 0, -1, 9, 3, 
-2, 2, -6, 9, 7, -25, 20, 13, 
3, 9, 14, 19, -38, -4, 2, 13, 
-23, -10, -1, 7, 27, -3, 20, 0, 
4, 23, -6, -6, 13, 17, 21, 4, 
4, 1, 2, -1, 1, -8, 14, 0, 
3, 1, 0, -15, 44, 7, 0, 5, 
1, 2, 16, 2, -9, 2, 3, 3, 
0, 3, 18, 30, 2, 21, 0, -9, 
30, 12, 15, 5, 4, -12, 1, 0, 
32, 17, -6, 5, 1, 2, 8, -5, 
-14, -14, 14, -1, -8, 18, 2, 7, 
8, 20, -2, -4, -5, 6, 22, 21, 
17, 3, 5, 7, 4, 3, -11, 0, 
3, 2, 7, 29, 0, 32, 4, 20, 
5, 9, 3, 9, 2, 1, 2, -2, 
-30, 14, 5, -5, 2, 20, 29, -1, 
0, 3, 6, -5, 35, 3, 27, -13, 
3, -1, -10, 4, 10, 11, 11, 11, 
9, 22, -8, 15, 7, 7, 7, 10, 
-8, 6, 0, 8, 0, 16, 0, 4, 
12, -15, 13, 4, -22, 1, 38, 6, 
-10, 1, 3, 2, 0, 15, 13, -7, 
-8, -44, 14, -12, 18, -7, 4, 44, 
-7, -18, 24, 0, 14, 2, 0, 1, 
4, 14, 8, -14, 11, 9, 5, 5, 
2, 14, -1, -7, 22, 2, 2, 3, 
5, 3, 19, 7, 6, 23, 8, 13, 
5, -2, 0, -4, 3, -6, 1, 13, 
18, 2, 23, 3, -17, 16, 23, 9, 
-32, 9, 26, 1, 0, 25, 34, -11, 
-22, 37, 6, 17, -1, 15, 2, -16, 
0, 8, -3, 16, 6, 2, -20, 3, 
9, 1, -3, -1, -8, 0, 8, -34, 
8, 22, 6, 13, 1, 0, 5, 2, 
13, 0, 5, -21, -8, -12, 1, -4, 
-17, 0, 34, -17, 21, 32, 4, 26, 
-9, 1, 10, 0, 6, 1, 5, 3, 
1, -2, 9, 0, 1, 3, -3, 21, 
-17, -4, 6, -8, 19, 7, 29, -2, 
-17, 16, 0, 4, 18, 11, 4, 12, 
-1, 10, -10, 11, 5, 1, 25, 22, 
8, -1, 0, -3, 3, 2, 12, -33, 
0, 25, 21, 13, 60, -19, -2, 17, 
2, 9, 2, 2, -2, -7, 4, 2, 
0, 1, 1, 30, -29, 9, 4, 3, 
11, 9, 11, 7, 25, -10, -24, -8, 
16, 15, 2, -2, 15, 3, 10, -3, 
1, 1, 2, 47, 8, 8, 15, 8, 
-5, 14, 0, -15, -14, 14, 26, 12, 
2, -1, -9, 7, 0, -2, 2, 0, 
1, -26, 7, 1, 1, -24, 36, -10, 
11, 14, -1, 0, 0, 22, 4, 0, 
26, 30, -5, -3, 8, -1, 12, -9, 
3, -7, 2, 20, 1, 0, 17, 3, 
29, 29, 3, 18, 13, 12, 10, 6, 
2, 7, 0, -19, 22, 25, 10, 36, 
11, 14, 32, 7, 3, 7, 3, 6, 
18, 4, -22, -22, 0, 30, 0, 30, 
-13, 5, 1, 18, 9, 0, 6, 19, 
1, 24, 6, 32, 35, 10, 0, 22, 
7, 13, 1, 8, 0, 7, 1, 5, 
0, 4, 2, 10, 0, 1, -14, -6, 
1, -7, 16, -18, 9, -23, 2, 17, 
7, 3, 3, 7, 63, 1, 7, 1, 
7, -7, 11, 10, 7, 6, -8, 0, 
13, 13, -1, 13, 15, -5, -1, 5, 
4, 11, -17, 3, -4, 3, 2, 6, 
7, 21, 10, 6, 0, 1, 0, 4, 
32, -10, -32, 7, 4, 0, -2, 3, 
3, -17, 17, -5, 9, 7, 2, 21, 
18, -20, 9, 0, 1, 4, -44, 2, 
4, 1, 41, 9, 14, -39, 1, 0, 
7, -2, -21, 30, 4, 0, 67, 11, 
0, 7, 1, -27, 2, 1, 10, 1, 
3, 1, 4, 5, 5, -18, 9, -5, 
8, -34, 9, 10, 32, -11, 10, -14, 
-21, 14, -4, 7, -34, 0, 2, 7, 
12, 1, 11, 5, 5, 18, -15, 6, 
42, -5, -11, 0, 16, 1, 14, 19, 
-26, 12, 6, 5, 23, 0, 2, 14, 
0, -4, 5, 1, 3, 13, 15, 4, 
15, 33, 0, 2, -2, 9, 9, 30, 
27, 17, 5, 8, 5, 4, 28, -7, 
-37, 4, -5, 0, -8, -5, 4, 2, 
7, 8, -2, 1, 7, 0, 5, -24, 
-7, 10, 7, 0, 2, 1, 8, 12, 
13, 3, 15, -2, 3, 3, -8, 9, 
-21, 2, 2, 7, -3, 8, -7, 0, 
15, -21, 6, 19, -4, 4, 5, 32, 
2, -1, 7, 9, 6, -1, 3, -14, 
29, 16, 6, 5, 17, 0, 11, 0, 
10, 2, 14, 6, 6, 2, 31, 5, 
-14, 4, 4, 9, -15, 6, 1, -11, 
8, 0, 1, -6, 0, -54, 14, 25, 
8, -26, 0, 24, -15, 13, 12, 1, 
0, -32, 4, 9, 37, 0, 1, 0, 
7, -10, 19, -12, -1, 30, 1, 4, 
31, -2, -7, 43, 2, 1, 6, -18, 
0, 44, 9, 6, 13, -9, 3, 4, 
0, 6, -5, 9, 4, 3, 1, 2, 
-7, 10, -18, 0, 16, -12, 16, 23, 
1, 0, -16, 37, 0, 3, 0, 5, 
5, 13, -17, 3, 20, -13, 5, 0, 
6, 2, -13, 6, 0, 11, 2, 9, 
11, 12, 0, 0, 26, 2, 17, 32, 
4, 9, 5, 2, -15, -26, 19, -13, 
-14, 7, 2, 29, 0, 0, -9, 5, 
-1, 19, 18, 26, 2, 11, 1, 13, 
-7, 6, 7, 2, 2, 2, 28, 1, 
-3, 8, -15, 0, 2, 6, 19, 11, 
-1, 3, 2, 3, 31, 2, 2, 26, 
0, 4, -3, 1, 10, 5, 9, -16, 
15, 26, 0, -4, -13, 4, -36, 17, 
5, 10, 1, 14, 4, 35, 7, 9, 
21, -9, 21, 8, 1, 0, -8, 9, 
-15, 0, 8, 1, 12, -1, 7, 2, 
21, -1, 6, -6, -9, 0, 5, 11, 
1, 0, 7, -14, 23, 1, 7, 0, 
-3, 3, -18, 9, -23, 5, 10, 0, 
5, 9, 37, 17, 2, -11, 8, -25, 
7, 14, 0, 39, 14, 8, 18, 0, 
6, -5, 10, 0, 0, 28, 0, 4, 
25, -1, 21, 16, 5, 3, 2, -7, 
27, 1, 14, 18, 1, -16, 6, -8, 
-29, 17, 0, 8, 1, 17, 1, -12, 
32, 10, -3, 2, -8, -3, -16, 5, 
20, 6, 7, 23, 12, 1, 17, 0, 
16, 20, 13, 6, 10, 31, 9, 5, 
6, 45, 1, 1, 6, -1, 5, 28, 
-6, 8, 3, 5, 27, -4, -4, -10, 
8, 1, 36, -7, -28, 34, 9, -7, 
9, 18, 5, 2, 30, 15, 4, 21, 
18, -15, 2, -2, 5, -5, 2, -14, 
-15, 8, -21, -15, 11, -9, 3, 0, 
4, 11, -8, -13, 16, 21, -2, -17, 
6, 8, 4, -12, -1, 1, 25, 1, 
-4, 7, 2, -1, 0, -9, -3, 13, 
-17, 22, 17, 12, 13, -6, 40, 5, 
23, 11, 5, 48, 16, 8, 15, 3, 
0, 4, 30, 3, 13, 17, 25, 12, 
1, 13, 10, 16, 17, 1, 10, -13, 
-9, -2, 23, 5, 3, 9, 13, 30, 
14, -3, 6, 34, 19, 7, 2, 23, 
18, 8, -97, -3, 3, -1, -16, 8, 
37, 4, 0, 23, -2, -4, 2, 2, 
18, 0, 42, 0, -13, 42, 16, 1, 
23, 8, 8, -2, 22, -6, 3, 6, 
8, -54, 17, -15, 68, 12, -57, 0, 
-13, 0, 6, 1, -10, -6, -2, 11, 
6, 13, 44, -2, 10, 2, -21, 0, 
-38, 1, 4, 28, 2, -3, 13, 0, 
4, 2, 24, 0, 0, 12, 13, 5, 
6, 5, 3, 8, 37, 6, 3, 14, 
13, -5, 22, 0, -18, -7, 4, 7, 
10, 2, 18, 1, 4, 11, 2, 31, 
3, -6, 16, 32, 3, 0, 8, -4, 
-7, -4, -12, -1, 16, -24, -1, 16, 
-19, 6, 7, 0, -14, 1, 2, 6, 
-2, -3, 26, -10, 3, 42, 21, -9, 
-1, 12, 16, 1, 2, 6, 0, 14, 
-1, 3, 12, -1, 19, 11, 8, 8, 
0, 17, 11, 12, 2, -16, -11, -2, 
3, 1, 29, 12, 30, -2, 6, -10, 
20, 5, -2, -2, 14, 6, 7, 1, 
-13, 6, 2, -7, 16, -2, 17, 11, 
28, 12, 10, 11, 26, 0, 18, 3, 
-37, 7, 1, -8, 12, 0, 13, 0, 
1, 10, 0, -16, 6, 10, 5, 7, 
0, -19, 9, 8, 6, 12, 31, 12, 
7, 0, 12, 13, 0, 4, -34, 13, 
3, -3, 10, 2, 4, 0, 17, 7, 
-7, 3, 0, 24, 12, -1, 1, 8, 
-32, -2, 10, -8, 35, 6, 5, -9, 
-24, 14, -49, 15, 25, 0, 12, 10, 
-3, 8, 25, 6, 1, 11, 2, -1, 
-19, -6, -5, 32, 2, 9, 4, -20, 
-9, 3, 10, -2, 12, 21, 3, 2, 
18, 0, 1, 4, 6, -3, -20, -7, 
7, 40, 4, 9, 39, -6, 1, 3, 
-10, -8, 16, 3, -16, 1, 0, 1, 
21, -6, -2, 10, 0, 0, 31, 1, 
3, 0, -9, 5, 2, 6, 1, 26, 
-15, 2, 10, 2, 5, 10, 36, 0, 
-10, 3, -1, 2, 14, 0, 6, -5, 
-6, -3, 0, 1, 4, -4, -20, 11, 
-13, 3, 0, 7, -8, -6, 6, 9, 
-4, 11, 0, 30, 12, 1, 18, 10, 
3, 14, 1, 7, 0, -6, 9, 36, 
-11, -9, -8, 10, -9, 10, -5, 22, 
-4, 1, 6, 7, 15, 5, 10, 4, 
1, 5, 0, -10, -2, -20, 7, -15, 
0, -11, 4, 3, 34, 0, 14, 0, 
